Forecast_Week,Store_ID,SKU_ID,unique_id,Geography,Region,Cluster,Ownership,Category,Sub_Category,Segment,Attribute_Claim,Brand,List_Price_USD,Unit_Cost_USD,LightGBM_Forecast,Forecast_Lower,Forecast_Upper,Final_Forecast,Selected_Model,Total_Sales,Total_Sales_Lower,Total_Sales_Upper,Total_Margin,Total_Margin_Lower,Total_Margin_Upper
2026-25,ST12,SKU0021,ST12_SKU0021,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,EarthTress,20.03,12.22,68.27927119126585,26.530095606031534,120.96837746175001,68.27927119126585,LightGBM,1367.63,531.4,2423.0,533.26,207.2,944.76
2026-26,ST12,SKU0021,ST12_SKU0021,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,EarthTress,20.03,12.22,67.91002169623313,24.710569474659053,116.24858242575574,67.91002169623313,LightGBM,1360.24,494.95,2328.46,530.38,192.99,907.9
2026-27,ST12,SKU0021,ST12_SKU0021,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,EarthTress,20.03,12.22,67.24381267757832,28.947100673277312,117.63959031509539,67.24381267757832,LightGBM,1346.89,579.81,2356.32,525.17,226.08,918.77
2026-28,ST12,SKU0021,ST12_SKU0021,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Mainstream,Color Protection,EarthTress,20.03,12.22,68.12489024202523,30.906648404145564,117.63959031509539,68.12489024202523,LightGBM,1364.54,619.06,2356.32,532.06,241.38,918.77
2026-23,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,40.75501702082984,7.3406938712066765,73.99797524855312,40.75501702082984,LightGBM,1012.76,182.42,1838.85,293.84,52.93,533.53
2026-24,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,43.60872188417888,9.874776295705313,83.82628731261612,43.60872188417888,LightGBM,1083.68,245.39,2083.08,314.42,71.2,604.39
2026-25,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,41.617009579319195,9.36449567102343,84.7422419846101,41.617009579319195,LightGBM,1034.18,232.71,2105.84,300.06,67.52,610.99
2026-26,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,37.02066586611588,5.667701613461773,73.21580177074682,37.02066586611588,LightGBM,919.96,140.84,1819.41,266.92,40.86,527.89
2026-27,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,38.13078878173152,10.242293097794205,75.224098179785,38.13078878173152,LightGBM,947.55,254.52,1869.32,274.92,73.85,542.37
2026-28,ST12,SKU0022,ST12_SKU0022,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Anti Dandruff,SilkenAura,24.85,17.64,40.65419415597572,12.158332742341248,76.96097685438183,40.65419415597572,LightGBM,1010.26,302.13,1912.48,293.12,87.66,554.89
2026-23,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,18.77211003930998,0.05764068170881584,43.30674383704167,18.77211003930998,LightGBM,298.48,0.92,688.58,62.7,0.19,144.64
2026-24,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,18.308870654973582,0.006686065023505517,46.65050104000127,18.308870654973582,LightGBM,291.11,0.11,741.74,61.15,0.02,155.81
2026-25,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,16.915149554224286,2.572370011430923,47.5368928555979,16.915149554224286,LightGBM,268.95,40.9,755.84,56.5,8.59,158.77
2026-26,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,18.66515605291457,2.5479980385280174,47.680616952981445,18.66515605291457,LightGBM,296.78,40.51,758.12,62.34,8.51,159.25
2026-27,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,16.296169566608008,2.8684213438970896,40.009193220484086,16.296169566608008,LightGBM,259.11,45.61,636.15,54.43,9.58,133.63
2026-28,ST12,SKU0023,ST12_SKU0023,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Mainstream,Biotin,VitalStrand,15.9,12.56,16.296169566608008,2.8330018304302587,38.13384790620938,16.296169566608008,LightGBM,259.11,45.04,606.33,54.43,9.46,127.37
2026-23,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,641.0462137781041,431.5887290800232,795.3542372842562,641.0462137781041,LightGBM,20225.01,13616.62,25093.43,6474.57,4359.05,8033.08
2026-24,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,621.2953776548392,429.16577170979446,818.0842585433799,621.2953776548392,LightGBM,19601.87,13540.18,25810.56,6275.08,4334.57,8262.65
2026-25,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,604.6678933666722,438.735759756127,825.1336981008874,604.6678933666722,LightGBM,19077.27,13842.11,26032.97,6107.15,4431.23,8333.85
2026-26,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,634.6085348503367,448.0539175825705,806.6579065733076,634.6085348503367,LightGBM,20021.9,14136.1,25450.06,6409.55,4525.34,8147.24
2026-27,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,698.0003697948359,456.21553457106324,885.4586227411039,698.0003697948359,LightGBM,22021.91,14393.6,27936.22,7049.8,4607.78,8943.13
2026-28,ST12,SKU0024,ST12_SKU0024,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Mask,Premium,Argan Oil,NourishLab,31.55,21.45,634.9690712301914,447.63594884545734,801.1594597887924,634.9690712301914,LightGBM,20033.27,14122.91,25276.58,6413.19,4521.12,8091.71
2026-23,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,98.41972416043052,42.2400006792591,141.30187713877976,98.41972416043052,LightGBM,1643.61,705.41,2359.74,689.92,296.1,990.53
2026-24,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,92.24319347624385,41.37902751783116,146.61682232778472,92.24319347624385,LightGBM,1540.46,691.03,2448.5,646.62,290.07,1027.78
2026-25,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,105.04424234041088,42.87908851415657,158.59859865221262,105.04424234041088,LightGBM,1754.24,716.08,2648.6,736.36,300.58,1111.78
2026-26,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,96.36181037854601,37.433534278402696,154.26132399095812,96.36181037854601,LightGBM,1609.24,625.14,2576.16,675.5,262.41,1081.37
2026-27,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,99.65933275415227,51.379668787281595,171.830757090839,99.65933275415227,LightGBM,1664.31,858.04,2869.57,698.61,360.17,1204.53
2026-28,ST12,SKU0025,ST12_SKU0025,Northeast,Northeast,Premium Urban,Own,Hair Care,Conditioner,Mainstream,Anti Dandruff,Lustra Botanix,16.7,9.69,95.16231124545656,51.383309036491625,164.19379101982386,95.16231124545656,LightGBM,1589.21,858.1,2742.04,667.09,360.2,1151.0
2026-23,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,174.8089277219802,97.20322045117071,278.1091166461834,174.8089277219802,LightGBM,3410.52,1896.43,5425.91,1022.63,568.64,1626.94
2026-24,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,176.48131755908568,96.91271884536908,261.6527284481065,176.48131755908568,LightGBM,3443.15,1890.77,5104.84,1032.42,566.94,1530.67
2026-25,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,173.23359136832417,92.43934849326277,261.93758691256664,173.23359136832417,LightGBM,3379.79,1803.49,5110.4,1013.42,540.77,1532.33
2026-26,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,177.4023834742184,98.39664859624588,262.989311795391,177.4023834742184,LightGBM,3461.12,1919.72,5130.92,1037.8,575.62,1538.49
2026-27,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,184.22396919542282,91.55460222062152,264.909688004594,184.22396919542282,LightGBM,3594.21,1786.23,5168.39,1077.71,535.59,1549.72
2026-28,ST12,SKU0026,ST12_SKU0026,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Anti Dandruff,Lustra Botanix,19.51,13.66,183.56611722790217,89.87599998844276,260.3734243122644,183.56611722790217,LightGBM,3581.37,1753.48,5079.89,1073.86,525.77,1523.18
2026-23,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,342.47636849649194,251.30061246930944,485.0254149893788,342.47636849649194,LightGBM,9894.14,7260.07,14012.38,4054.92,2975.4,5742.7
2026-24,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,372.7984673727366,249.40788480657793,519.4304314166818,372.7984673727366,LightGBM,10770.15,7205.39,15006.35,4413.93,2952.99,6150.06
2026-25,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,372.62299552100814,254.93935949613027,513.6598359090212,372.62299552100814,LightGBM,10765.08,7365.2,14839.63,4411.86,3018.48,6081.73
2026-26,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,413.8911347730401,257.59862786497916,512.9738679595293,413.8911347730401,LightGBM,11957.31,7442.02,14819.82,4900.47,3049.97,6073.61
2026-27,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,391.84873555553827,265.91392195473276,527.3943339504309,391.84873555553827,LightGBM,11320.51,7682.25,15236.42,4639.49,3148.42,6244.35
2026-28,ST12,SKU0027,ST12_SKU0027,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Color,Premium,Smoothening,EarthTress,28.89,17.05,381.38482346531447,273.2441354728549,525.6455156235336,381.38482346531447,LightGBM,11018.21,7894.02,15185.9,4515.6,3235.21,6223.64
2026-23,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,119.97521877406734,56.31098511835225,186.72013102049874,119.97521877406734,LightGBM,1413.31,663.34,2199.56,423.51,198.78,659.12
2026-24,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,119.97521877406734,56.35988183430321,185.12901248246783,119.97521877406734,LightGBM,1413.31,663.92,2180.82,423.51,198.95,653.51
2026-25,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,108.85199126034905,55.29539915633226,181.02144131004894,108.85199126034905,LightGBM,1282.28,651.38,2132.43,384.25,195.19,639.01
2026-26,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,111.24865794460065,54.065776137276366,177.90650022134395,111.24865794460065,LightGBM,1310.51,636.89,2095.74,392.71,190.85,628.01
2026-27,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,109.4217222736147,54.24770820096404,175.5657336018523,109.4217222736147,LightGBM,1288.99,639.04,2068.16,386.26,191.49,619.75
2026-28,ST12,SKU0028,ST12_SKU0028,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Keratin,SilkenAura,11.78,8.25,109.16511039909369,50.21735778962885,175.0003664600317,109.16511039909369,LightGBM,1285.97,591.56,2061.5,385.35,177.27,617.75
2026-23,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,104.94630277790877,51.91147372413396,180.4621699191559,104.94630277790877,LightGBM,2067.44,1022.66,3555.1,620.23,306.8,1066.53
2026-24,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,103.99112644129278,51.556927210494024,175.97749424644906,103.99112644129278,LightGBM,2048.63,1015.67,3466.76,614.59,304.7,1040.03
2026-25,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,106.99572576414319,50.99291910665698,175.97749424644906,106.99572576414319,LightGBM,2107.82,1004.56,3466.76,632.34,301.37,1040.03
2026-26,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,102.90049643290087,49.898135395132954,172.4985310794411,102.90049643290087,LightGBM,2027.14,982.99,3398.22,608.14,294.9,1019.47
2026-27,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,102.95938255727093,53.246998695873536,171.72558319744746,102.95938255727093,LightGBM,2028.3,1048.97,3382.99,608.49,314.69,1014.9
2026-28,ST12,SKU0029,ST12_SKU0029,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Mainstream,Sulphate Free,GlossRoot,19.7,13.79,101.29509324106104,49.25265973750621,171.72558319744746,101.29509324106104,LightGBM,1995.51,970.28,3382.99,598.65,291.08,1014.9
2026-23,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,6.5855574685014755,0.00020396911856727012,41.123062009409125,6.5855574685014755,LightGBM,54.73,0.0,341.73,14.22,0.0,88.83
2026-24,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,9.659897491741456,0.0007022402876811669,32.71590641599986,9.659897491741456,LightGBM,80.27,0.01,271.87,20.87,0.0,70.67
2026-25,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,11.756084532034562,0.0,32.24107413086582,11.756084532034562,LightGBM,97.69,0.0,267.92,25.39,0.0,69.64
2026-26,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,13.288190391460857,0.0,32.85785568484944,13.288190391460857,LightGBM,110.42,0.0,273.05,28.7,0.0,70.97
2026-27,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,11.4349727718853,0.0,18.4524500667312,11.4349727718853,LightGBM,95.02,0.0,153.34,24.7,0.0,39.86
2026-28,ST12,SKU0030,ST12_SKU0030,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Treatment,Economy,Anti Dandruff,GlossRoot,8.31,6.15,9.989257128734215,1.8853138688518956,20.669384425592245,9.989257128734215,LightGBM,83.01,15.67,171.76,21.58,4.07,44.65
2026-23,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,97.13717164308143,42.25130690560894,151.41894647419016,97.13717164308143,LightGBM,1331.75,579.27,2075.95,333.18,144.92,519.37
2026-24,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,100.92483792705127,41.6686413706228,153.34155696343834,100.92483792705127,LightGBM,1383.68,571.28,2102.31,346.17,142.92,525.96
2026-25,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,100.86930820078997,37.742670775564676,155.8777206855673,100.86930820078997,LightGBM,1382.92,517.45,2137.08,345.98,129.46,534.66
2026-26,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,99.2179884700848,42.46380700209876,157.01551000698618,99.2179884700848,LightGBM,1360.28,582.18,2152.68,340.32,145.65,538.56
2026-27,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,99.00707752148655,53.03004728509146,170.7974891395279,99.00707752148655,LightGBM,1357.39,727.04,2341.63,339.59,181.89,585.84
2026-28,ST12,SKU0031,ST12_SKU0031,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Conditioner,Economy,Color Protection,NourishLab,13.71,10.28,99.00707752148655,52.81419782175124,171.13961430062346,99.00707752148655,LightGBM,1357.39,724.08,2346.32,339.59,181.15,587.01
2026-23,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,166.85724784657182,105.8809783605683,279.9920649500615,166.85724784657182,LightGBM,3178.63,2017.03,5333.85,1081.23,686.11,1814.35
2026-24,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,172.7648859626897,107.65007904663788,277.30145044503473,172.7648859626897,LightGBM,3291.17,2050.73,5282.59,1119.52,697.57,1796.91
2026-25,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,171.3616602526917,99.74064311493582,263.3786655471604,171.3616602526917,LightGBM,3264.44,1900.06,5017.36,1110.42,646.32,1706.69
2026-26,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,173.31117305689082,98.22997948727269,264.0297151453323,173.31117305689082,LightGBM,3301.58,1871.28,5029.77,1123.06,636.53,1710.91
2026-27,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,180.95602878503135,92.83523801332791,264.13662366725765,180.95602878503135,LightGBM,3447.21,1768.51,5031.8,1172.6,601.57,1711.61
2026-28,ST12,SKU0032,ST12_SKU0032,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Argan Oil,EarthTress,19.05,12.57,180.95602878503135,92.70990556076376,260.21639056210495,180.95602878503135,LightGBM,3447.21,1766.12,4957.12,1172.6,600.76,1686.2
2026-23,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,745.362964483622,476.78160142628326,855.1957184897565,745.362964483622,LightGBM,23068.98,14756.39,26468.31,4151.67,2655.67,4763.44
2026-24,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,810.0878735323386,476.34717170253913,864.9455239501706,810.0878735323386,LightGBM,25072.22,14742.94,26770.06,4512.19,2653.25,4817.75
2026-25,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,711.9931222106859,467.63789271110966,878.6502606557979,711.9931222106859,LightGBM,22036.19,14473.39,27194.23,3965.8,2604.74,4894.08
2026-26,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,753.7590209975201,471.1751275642061,828.2973365658002,753.7590209975201,LightGBM,23328.84,14582.87,25635.8,4198.44,2624.45,4613.62
2026-27,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,749.0091815283953,471.6095572879502,894.410919055186,749.0091815283953,LightGBM,23181.83,14596.32,27682.02,4171.98,2626.87,4981.87
2026-28,ST12,SKU0033,ST12_SKU0033,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Serum,Premium,Smoothening,SilkenAura,30.95,25.38,752.8115137301882,471.6095572879502,886.0029913053531,752.8115137301882,LightGBM,23299.52,14596.32,27421.79,4193.16,2626.87,4935.04
2026-23,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,9.187609931039626,0.0,28.872085313396713,9.187609931039626,LightGBM,88.48,0.0,278.04,21.22,0.0,66.69
2026-24,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,10.366286900342518,0.0,28.836702670522623,10.366286900342518,LightGBM,99.83,0.0,277.7,23.95,0.0,66.61
2026-25,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,12.844030035717449,0.0,31.664937241623555,12.844030035717449,LightGBM,123.69,0.0,304.93,29.67,0.0,73.15
2026-26,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,14.546422578855044,0.0,33.01608048627775,14.546422578855044,LightGBM,140.08,0.0,317.94,33.6,0.0,76.27
2026-27,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,11.130021429112343,0.24648570184322746,22.642558792670123,11.130021429112343,LightGBM,107.18,2.37,218.05,25.71,0.57,52.3
2026-28,ST12,SKU0034,ST12_SKU0034,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Economy,Keratin,NourishLab,9.63,7.32,10.34954805921328,1.705218528817674,22.49139305244231,10.34954805921328,LightGBM,99.67,16.42,216.59,23.91,3.94,51.96
2026-23,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,16.600696590991035,0.0,39.45484076361934,16.600696590991035,LightGBM,175.14,0.0,416.25,42.0,0.0,99.82
2026-24,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,19.390458307596674,0.0,51.21624634493755,19.390458307596674,LightGBM,204.57,0.0,540.33,49.06,0.0,129.58
2026-25,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,22.471447366434248,0.09401365987127647,54.97335479139325,22.471447366434248,LightGBM,237.07,0.99,579.97,56.85,0.24,139.08
2026-26,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,20.759446254159744,0.0,49.32740133732343,20.759446254159744,LightGBM,219.01,0.0,520.4,52.52,0.0,124.8
2026-27,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,23.85616545748834,1.0907075609882904,55.827541023015954,23.85616545748834,LightGBM,251.68,11.51,588.98,60.36,2.76,141.24
2026-28,ST12,SKU0035,ST12_SKU0035,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Oil,Economy,Smoothening,Lustra Botanix,10.55,8.02,27.039606951276713,4.085274933828024,55.827541023015954,27.039606951276713,LightGBM,285.27,43.1,588.98,68.41,10.34,141.24
2026-23,ST12,SKU0036,ST12_SKU0036,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,40.11841231006449,8.721583892287617,77.94513325073994,40.11841231006449,LightGBM,640.69,139.28,1244.78,121.56,26.43,236.17
2026-24,ST12,SKU0036,ST12_SKU0036,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,38.3207976966022,8.43377928375598,72.5194761836508,38.3207976966022,LightGBM,611.98,134.69,1158.14,116.11,25.55,219.73
2026-25,ST12,SKU0036,ST12_SKU0036,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,38.3207976966022,8.379174341678109,74.81369698173654,38.3207976966022,LightGBM,611.98,133.82,1194.77,116.11,25.39,226.69
2026-26,ST12,SKU0036,ST12_SKU0036,Northeast,Northeast,Premium Urban,Own,Hair Care,Shampoo,Mainstream,Biotin,Revynce,15.97,12.94,38.3207976966022,8.973984914341123,80.38694839597522,38.3207976966022,LightGBM,611.98,143.31,1283.78,116.11,27.19,243.57
